ID,Bathrooms,Bedrooms,Size/Area,Type,price_in_millions,area,area2
5188,5,5,375.0,House,64,Cantt,Askari 5 - Sector J
5189,5,5,375.0,House,64,Cantt,Askari 5 - Sector J
5190,3,3,286.0,Flat,31,Cantt,Askari 5
5191,3,3,286.0,Flat,34,Cantt,Askari 5
5192,5,5,500.0,House,70,Malir,Falcon Complex New Malir
5194,3,3,217.0,Flat,34,Clifton,Clifton - Block 8
5195,3,4,289.0,Flat,40,DHA Defence,DHA Phase 5
5196,2,2,133.0,Flat,8,Scheme 33,Mashraqi Society
5197,6,6,200.0,House,38,Scheme 33,Madras Cooperative Housing Society
5198,3,3,200.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 10-A
5199,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
5200,3,3,167.0,Flat,28,Clifton,Clifton - Block 5
5201,3,3,167.0,Flat,18,Clifton,Clifton - Block 1
5202,3,3,389.0,Penthouse,32,Clifton,Clifton - Block 2
5203,2,2,83.0,Flat,6,Nazimabad,Nazimabad 5
5204,3,3,362.0,Flat,67,DHA Defence,Creek Vista
5205,4,4,350.0,House,24,Bahria Town Karachi,Bahria Sports City
5206,3,3,235.0,House,19,Bahria Town Karachi,Bahria Town - Precinct 31
5207,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5208,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5209,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5210,4,4,300.0,House,72,DHA Defence,DHA Phase 6
5211,6,6,500.0,House,150,DHA Defence,DHA Phase 8
5212,7,7,600.0,House,200,DHA Defence,DHA Phase 6
5213,5,5,500.0,House,70,Cantt,Askari 5 - Sector G
5214,6,6,500.0,House,165,DHA Defence,DHA Phase 8 - Zone B
5215,6,6,427.0,House,52,North Nazimabad,North Nazimabad - Block B
5216,5,5,500.0,House,105,DHA Defence,DHA Phase 5
5217,2,2,131.0,Flat,12,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 16
5218,4,5,178.0,Flat,19,North Nazimabad,North Nazimabad - Block B
5219,3,4,240.0,Flat,65,DHA Defence,Emaar Crescent Bay
5220,3,3,235.0,House,19,Bahria Town Karachi,Bahria Town - Precinct 31
5221,4,5,240.0,House,18,Gadap Town,Gulshan-e-Maymar
5222,3,3,235.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 27
5223,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 12
5225,3,3,400.0,Flat,58,Clifton,Clifton - Block 2
5226,2,2,106.0,Flat,9,DHA Defence,DHA Phase 6
5227,4,4,400.0,Flat,76,DHA Defence,Creek Vista
5228,2,2,100.0,Flat,10,DHA Defence,Tauheed Commercial Area
5229,4,4,300.0,House,68,DHA Defence,DHA Phase 4
5230,4,4,350.0,House,95,DHA Defence,Emaar Crescent Bay
5231,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
5232,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
5233,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5234,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
5235,6,5,400.0,House,70,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D
5236,2,2,52.0,Flat,3,Bahria Town Karachi,Bahria Town Karachi
5237,2,2,94.0,Flat,5,Gadap Town,Al-Jadeed Residency
5238,3,3,167.0,Flat,15,Bahria Town Karachi,Bahria Town Karachi
5239,5,5,375.0,House,64,Cantt,Askari 5 - Sector J
5240,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
5241,4,4,125.0,House,17,DHA City Karachi,DHA City - Sector 14B
5242,3,3,175.0,Lower Portion,29,Jamshed Town,PECHS Block 2
5243,3,3,152.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 11-B
5244,6,7,240.0,House,55,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 7
5245,3,3,235.0,House,17,Bahria Town Karachi,Bahria Town - Precinct 31
5246,3,3,289.0,Flat,34,Cantt,Askari 5
5247,5,5,87.0,Flat,130,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 10-A
5248,2,2,106.0,Flat,10,Bahria Town Karachi,Bahria Town - Precinct 19
5249,3,3,256.0,Flat,36,Frere Town,Frere Town
5250,4,4,350.0,House,28,Bahria Town Karachi,Bahria Town - Precinct 35
5251,4,4,350.0,House,30,Bahria Town Karachi,Bahria Town - Precinct 35
5252,1,1,21.0,Flat,2,Bahria Town Karachi,Bahria Town Karachi
5253,3,3,75.0,House,4,Bahria Town Karachi,Bahria Town Karachi
5254,3,3,75.0,House,4,Bahria Town Karachi,Bahria Town Karachi
5255,3,3,152.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
5256,2,2,120.0,Flat,9,Bahria Town Karachi,Bahria Heights
5257,2,2,106.0,Flat,8,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 4
5258,3,3,200.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 11-A
5259,3,3,200.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 11-A
5260,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town Karachi
5261,6,6,500.0,House,160,DHA Defence,DHA Phase 6
5262,5,5,500.0,House,50,Bahria Town Karachi,Bahria Golf City
5263,2,2,100.0,Flat,18,Bahria Town Karachi,Bahria Town Karachi
5264,3,3,178.0,Flat,17,Cantt,Saima Presidency
5266,4,5,120.0,House,18,Gadap Town,Gulshan-e-Maymar - Sector Q
5267,3,3,289.0,Flat,30,Cantt,Askari 5
5268,4,4,328.0,Flat,40,Cantt,Askari 5
5269,4,4,350.0,House,28,Bahria Town Karachi,Bahria Town - Precinct 35
5270,2,2,120.0,Flat,11,Bahria Town Karachi,Bahria Heights
5271,2,2,120.0,Flat,11,Bahria Town Karachi,Bahria Heights
5272,2,2,120.0,Flat,11,Bahria Town Karachi,Bahria Heights
5273,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
5274,3,3,200.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 11-A
5275,3,3,200.0,House,21,Bahria Town Karachi,Bahria Town - Precinct 10-A
5276,3,3,200.0,House,21,Bahria Town Karachi,Bahria Town - Precinct 10-A
5277,3,3,200.0,House,21,Bahria Town Karachi,Bahria Town - Precinct 10-A
5278,3,4,300.0,House,90,DHA Defence,Emaar Crescent Bay
5279,2,2,222.0,Flat,60,DHA Defence,Emaar Ocean Front
5280,2,2,50.0,Flat,2,Korangi,Allahwala Town - Sector 31-B
5281,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
5282,6,6,289.0,House,32,North Karachi,North Karachi - Sector 11A
5283,3,3,167.0,Flat,8,Gadap Town,Gulshan-e-Maymar - Sector U
5284,3,3,200.0,House,21,Gadap Town,Gulshan-e-Maymar - Sector Z
5285,3,3,200.0,Flat,34,Frere Town,Frere Town
5286,6,6,240.0,House,60,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal
5287,5,5,500.0,House,70,Malir,Falcon Complex New Malir
5288,4,5,350.0,House,59,Malir,Falcon Complex New Malir
5289,2,3,115.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
5290,2,2,139.0,Flat,11,Federal B Area,Federal B Area - Block 8
5291,6,8,400.0,House,84,North Nazimabad,North Nazimabad - Block H
5292,3,3,286.0,Flat,34,Cantt,Askari 5
5293,3,3,286.0,Flat,31,Cantt,Askari 5
5294,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
5295,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
5296,5,5,278.0,House,88,Clifton,Clifton - Block 9
5297,2,2,83.0,Flat,8,Gulistan-e-Jauhar,Safoora Goth
5298,3,3,133.0,Upper Portion,14,Nazimabad,Nazimabad 1
5299,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
5300,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
5301,4,4,222.0,Flat,20,North Nazimabad,North Nazimabad - Block B
5302,4,4,189.0,Flat,26,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 1
5303,5,5,200.0,House,45,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-2
5304,3,3,240.0,Upper Portion,25,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 5
5305,5,5,250.0,House,32,Bahria Town Karachi,Bahria Town - Precinct 8
5306,2,2,128.0,Flat,11,Bahria Town Karachi,Bahria Town Karachi
5307,4,4,350.0,House,26,Bahria Town Karachi,Bahria Sports City
5308,4,5,300.0,Flat,70,Civil Lines,Civil Lines
5309,3,3,150.0,Flat,9,Scheme 33,Gulshan-e-Kaneez Fatima
5310,3,3,133.0,Flat,8,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-3
5311,5,5,250.0,House,27,Bahria Town Karachi,Bahria Town - Precinct 8
5312,4,4,125.0,House,12,Bahria Town Karachi,Bahria Town - Precinct 23
5313,3,3,222.0,Flat,34,Shahra-e-Faisal,Shahra-e-Faisal
5314,5,6,50.0,Flat,60,Shahra-e-Faisal,Shahra-e-Faisal
5315,4,4,328.0,Flat,42,Cantt,Askari 5
5316,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
5317,3,3,133.0,Upper Portion,14,Nazimabad,Nazimabad 1
5318,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5319,5,5,500.0,House,48,Bahria Town Karachi,Bahria Paradise - Precinct 51
5320,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5321,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
5322,3,3,128.0,Flat,8,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-3
5323,2,2,100.0,Flat,6,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-3
5324,2,2,100.0,Flat,7,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-3
5325,3,3,200.0,Lower Portion,18,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-2
5326,4,4,200.0,Upper Portion,32,Gulshan-e-Iqbal Town,CP Barar Society
5327,4,4,222.0,Upper Portion,36,Amir Khusro,Amir Khusro
5328,3,3,250.0,Flat,19,Bahria Town Karachi,Bahria Town - Precinct 19
5329,3,3,250.0,Flat,19,Bahria Town Karachi,Bahria Town - Precinct 19
5330,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
5331,3,3,222.0,Lower Portion,25,Federal B Area,Federal B Area - Block 18
5332,3,3,200.0,Upper Portion,18,North Nazimabad,North Nazimabad - Block A
5333,3,3,150.0,Flat,14,North Nazimabad,North Nazimabad - Block H
5334,4,4,328.0,Flat,55,Stadium Road,Stadium Road
5335,6,8,666.0,House,165,DHA Defence,DHA Phase 8
5336,3,3,178.0,Flat,20,Clifton,Clifton - Block 4
5337,4,4,120.0,House,20,Gadap Town,Gulshan-e-Maymar - Sector Q
5338,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
5339,5,5,375.0,House,63,Cantt,Askari 5 - Sector J
5340,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
5341,4,4,350.0,House,29,Bahria Town Karachi,Bahria Town - Precinct 35
5342,2,2,106.0,Flat,10,Bahria Town Karachi,Bahria Apartments
5343,3,3,94.0,Flat,7,Federal B Area,Federal B Area - Block 9
5344,3,3,189.0,Flat,32,Civil Lines,Civil Lines Pride
5345,3,3,250.0,Flat,19,Bahria Town Karachi,Bahria Town - Precinct 19
5346,3,3,250.0,Flat,19,Bahria Town Karachi,Bahria Town - Precinct 19
5347,4,4,328.0,Flat,24,Bahria Town Karachi,Bahria Apartments
5348,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
5349,5,5,500.0,House,45,Bahria Town Karachi,Bahria Paradise - Precinct 51
5350,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
5351,3,3,250.0,Flat,19,Bahria Town Karachi,Bahria Apartments
5352,3,3,235.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 27
5353,2,2,120.0,Flat,14,Bahria Town Karachi,Bahria Heights
5355,3,3,144.0,Flat,8,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 18
5356,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
5357,4,5,300.0,House,68,DHA Defence,DHA Phase 6
5358,5,6,500.0,House,130,DHA Defence,DHA Phase 8
5359,3,3,233.0,Flat,18,Clifton,Clifton - Block 1
5360,7,8,480.0,House,90,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 13
5361,3,3,200.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 11-A
5362,4,4,350.0,House,125,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz - Phase 1
5363,5,5,375.0,House,64,Cantt,Askari 5 - Sector J
5364,2,2,120.0,Flat,11,Bahria Town Karachi,Bahria Heights
5365,3,3,200.0,Flat,46,Clifton,Clifton - Block 8
5366,3,4,200.0,Flat,42,Frere Town,Frere Town
5367,9,9,56.0,House,120,North Nazimabad,North Nazimabad - Block B
5368,2,2,106.0,Flat,10,Bahria Town Karachi,Bahria Heights
5369,3,3,235.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 31
5370,3,3,235.0,House,19,Bahria Town Karachi,Bahria Town - Precinct 27
5371,4,4,350.0,House,25,Bahria Town Karachi,Bahria Town - Precinct 35
5372,3,3,152.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 11-A
5373,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
5374,3,3,200.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 10-A
5375,3,3,200.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 11-A
5376,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
5377,4,4,467.0,Flat,72,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz
5378,3,4,133.0,Flat,16,DHA Defence,DHA Phase 2 Extension
5379,3,3,100.0,House,30,DHA Defence,DHA Phase 7 Extension
5380,3,3,125.0,House,12,Bahria Town Karachi,Bahria Town - Precinct 27
5381,4,4,217.0,Flat,22,Federal B Area,Federal B Area - Block 9
5382,3,3,233.0,Flat,17,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 2
5383,2,2,75.0,Flat,6,Scheme 33,Karachi University Housing Society
5384,3,3,189.0,Flat,17,Federal B Area,Federal B Area - Block 3
5385,3,3,152.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
5386,5,6,500.0,House,46,Bahria Town Karachi,Bahria Paradise - Precinct 51
5387,3,3,128.0,Flat,18,DHA Defence,Bukhari Commercial Area
5388,5,6,200.0,House,23,North Nazimabad,North Nazimabad - Block S
5389,6,6,233.0,House,55,North Nazimabad,North Nazimabad - Block H
5390,3,3,256.0,House,35,North Nazimabad,North Nazimabad
5391,3,3,152.0,House,19,Bahria Town Karachi,Bahria Town - Precinct 11-B
5392,5,5,400.0,Flat,42,Bahria Town Karachi,Bahria Town - Precinct 19
5393,3,3,233.0,Flat,29,Bahria Town Karachi,Bahria Town - Precinct 19
5394,4,4,233.0,Flat,29,Bahria Town Karachi,Bahria Town - Precinct 19
5395,4,4,389.0,Flat,42,Bahria Town Karachi,Bahria Town - Precinct 19
5396,5,5,400.0,Flat,42,Bahria Town Karachi,Bahria Town - Precinct 19
5397,4,4,195.0,Flat,24,Bahria Town Karachi,Bahria Town - Precinct 19
5398,4,4,232.0,Flat,29,Bahria Town Karachi,Bahria Town - Precinct 19
5399,4,6,120.0,House,23,Scheme 33,Capital Cooperative Housing Society
5400,6,7,240.0,House,55,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 3
5401,6,7,240.0,House,68,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 3
5402,3,3,189.0,Flat,27,Clifton,Clifton - Block 8
5403,2,2,120.0,Flat,19,Frere Town,Frere Town
5404,3,3,150.0,Flat,9,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 17
5405,2,2,120.0,House,10,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 17
5407,3,3,400.0,Lower Portion,30,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 12
5408,5,6,500.0,House,102,DHA Defence,DHA Phase 5
5409,2,2,92.0,Flat,4,Bahria Town Karachi,Bahria Apartments
5410,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5411,1,2,56.0,Flat,6,DHA Defence,Bukhari Commercial Area
5414,4,4,217.0,Flat,25,North Nazimabad,North Nazimabad - Block F
5415,3,3,144.0,Flat,14,North Nazimabad,North Nazimabad - Block F
5416,4,4,194.0,Flat,24,Bahria Town Karachi,Bahria Town - Precinct 19
5417,4,4,256.0,Flat,6,Bahria Town Karachi,Bahria Town - Jinnah Avenue
5418,4,4,361.0,Flat,9,Bahria Town Karachi,Bahria Town - Jinnah Avenue
5419,3,3,156.0,Flat,3,Bahria Town Karachi,Bahria Town - Jinnah Avenue
5420,2,2,112.0,Flat,2,Bahria Town Karachi,Bahria Town - Jinnah Avenue
5421,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
5422,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
5423,3,3,75.0,House,4,Bahria Town Karachi,Bahria Town Karachi
5424,2,2,83.0,Flat,4,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 12
5425,3,3,56.0,Flat,5,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 17
5426,4,4,500.0,Upper Portion,50,Jamshed Town,PECHS Block 2
5427,6,9,240.0,House,38,Scheme 33,Saadi Town
5428,5,6,500.0,House,70,Bahria Town Karachi,Bahria Town - Precinct 4
5429,2,3,160.0,Flat,20,Shaheed Millat Road,Shaheed Millat Road
5430,6,6,120.0,House,22,Scheme 33,Scheme 33
5431,3,3,240.0,Upper Portion,22,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 1
5432,6,6,240.0,House,36,Cotton Export Cooperative Housing Society,Cotton Export Cooperative Housing Society
5433,3,3,240.0,House,36,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 14
5434,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
5435,3,3,152.0,House,14,Bahria Town Karachi,Bahria Town - Precinct 11-B
5436,4,4,111.0,Flat,8,North Nazimabad,North Nazimabad - Block G
5437,5,6,375.0,House,63,Cantt,Askari 5 - Sector J
5438,4,5,500.0,Lower Portion,85,Clifton,Clifton - Block 8
5439,4,4,320.0,Lower Portion,46,Gulshan-e-Iqbal Town,Mohammad Ali Society
5440,2,1,50.0,Flat,2,Korangi,Korangi - Sector 31-G
5441,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
5442,3,3,75.0,House,4,Bahria Town Karachi,Bahria Town Karachi
5443,4,4,200.0,Upper Portion,22,Gulshan-e-Iqbal Town,CP Barar Society
5444,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5445,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
5446,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
5447,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
5448,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5449,3,3,256.0,Upper Portion,25,North Nazimabad,North Nazimabad - Block N
5450,4,6,389.0,Flat,72,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz
5451,6,7,200.0,House,32,Gadap Town,Gulshan-e-Maymar - Sector X
5452,2,2,83.0,Flat,10,Tariq Road,Tariq Road
5453,6,6,500.0,House,200,KDA Scheme 1,KDA Scheme 1
5454,4,4,120.0,House,15,Shahra-e-Faisal,KN Gohar Green City
5455,2,2,111.0,Flat,8,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 13
5456,2,2,111.0,Flat,12,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 3-A
5457,2,2,111.0,Flat,12,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 3-A
5458,2,2,111.0,Flat,6,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 16
5459,3,3,152.0,House,14,Bahria Town Karachi,Bahria Homes - Iqbal Villas
5460,3,3,235.0,House,11,Bahria Town Karachi,Bahria Town - Precinct 27
5461,2,1,50.0,Flat,2,Korangi,Korangi - Sector 31-G
5462,4,5,278.0,Flat,53,Tipu Sultan Road,Tipu Sultan Road
5463,5,7,480.0,House,220,KDA Scheme 1,KDA Scheme 1
5464,3,4,183.0,Flat,40,Shaheed Millat Road,Shaheed Millat Road
5465,2,2,111.0,Flat,28,Muslimabad Society,Muslimabad Society
5466,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5467,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
5468,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
5469,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
5470,5,5,500.0,House,45,Bahria Town Karachi,Bahria Paradise
5471,5,5,500.0,House,45,Bahria Town Karachi,Bahria Paradise
5472,5,5,500.0,House,45,Bahria Town Karachi,Bahria Paradise
5473,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5474,6,6,500.0,House,100,DHA Defence,DHA Phase 7
5475,2,2,111.0,Flat,9,Scheme 33,Scheme 33
5476,5,5,350.0,House,60,Malir,Falcon Complex New Malir
5477,2,3,120.0,House,15,Gadap Town,Gulshan-e-Maymar - Sector Z
5478,3,3,150.0,Flat,4,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 19
5479,3,4,200.0,Flat,32,Bath Island,Bath Island
5480,4,5,120.0,House,18,Scheme 33,Sector 32 - Punjabi Saudagar City Phase 3
5481,4,5,120.0,House,18,Scheme 33,Sector 32 - Punjabi Saudagar City Phase 3
5482,3,3,200.0,Flat,17,Defence View Society,Defence View Society
5483,3,3,289.0,Flat,30,Cantt,Askari 5 - Sector J
5484,3,3,289.0,Flat,30,Cantt,Askari 5 - Sector J
5485,5,8,600.0,House,200,KDA Scheme 1,KDA Scheme 1
5486,3,4,189.0,Flat,18,Shahra-e-Faisal,Shahra-e-Faisal
5487,3,4,217.0,Flat,48,Jamshed Town,PECHS Block 2
5488,5,8,480.0,House,220,Gulshan-e-Iqbal Town,Mohammad Ali Society
5489,6,8,500.0,House,110,DHA Defence,DHA Phase 6
5490,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5491,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5492,2,2,120.0,House,12,Malir,Jamia Millia Road
5494,3,3,120.0,Flat,6,Shah Faisal Town,Rafah-e-Aam
5495,3,3,100.0,House,32,DHA Defence,DHA Phase 7 Extension
5496,4,4,100.0,House,36,DHA Defence,DHA Phase 7 Extension
5497,7,7,600.0,House,130,DHA Defence,DHA Phase 6
5498,6,7,120.0,House,18,North Karachi,North Karachi - Sector 11-C/3
5499,4,3,361.0,Penthouse,35,Bahria Town Karachi,Bahria Town - Precinct 4
5500,5,5,500.0,House,69,Malir,Falcon Complex New Malir
5501,2,2,83.0,Flat,7,Jamshed Town,Garden East
5502,6,6,400.0,House,45,North Nazimabad,North Nazimabad - Block D
5503,6,6,500.0,House,65,Cantt,Askari 5 - Sector G
5504,2,2,94.0,Flat,6,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 12
5505,3,3,298.0,Flat,34,Cantt,Askari 5
5506,5,5,375.0,House,63,Cantt,Askari 5 - Sector J
5507,5,6,500.0,House,100,DHA Defence,DHA Phase 6
5508,6,7,500.0,House,98,DHA Defence,DHA Phase 7
5509,6,6,500.0,House,70,DHA Defence,DHA Phase 7
5510,2,3,115.0,Flat,13,DHA Defence,Rahat Commercial Area
5511,5,5,377.0,Flat,70,DHA Defence,Emaar Crescent Bay
5512,5,6,500.0,House,155,DHA Defence,DHA Phase 8
5513,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
5514,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
5515,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
5516,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
5517,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
5519,6,7,500.0,House,175,DHA Defence,DHA Phase 6
5520,2,2,111.0,Flat,6,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 14
5521,2,2,133.0,Flat,7,Scheme 33,Scheme 33
5522,5,6,328.0,House,60,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 4
5523,6,6,400.0,House,66,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 13
5524,6,6,240.0,House,55,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 3
5525,3,3,272.0,Flat,25,Bahria Town Karachi,Bahria Town Karachi
5526,6,6,120.0,House,20,Scheme 33,Saadi Town - Block 4
5527,3,3,286.0,Flat,34,Cantt,Askari 5
5528,3,3,298.0,Flat,34,Cantt,Askari 5
5529,4,5,362.0,Flat,62,Clifton,Clifton - Block 6
5530,4,4,217.0,Flat,32,DHA Defence,Bukhari Commercial Area
5532,4,4,100.0,House,38,DHA Defence,DHA Phase 7 Extension
5533,3,4,250.0,House,52,DHA Defence,DHA Phase 8
5534,6,7,500.0,House,145,DHA Defence,DHA Phase 8
5536,6,7,500.0,House,160,DHA Defence,DHA Phase 6
5537,6,7,83.0,House,220,DHA Defence,DHA Phase 5
5539,6,7,500.0,House,160,DHA Defence,DHA Phase 6
5540,5,5,300.0,House,88,DHA Defence,DHA Phase 6
5541,3,4,267.0,Flat,29,DHA Defence,DHA Phase 5
5543,7,7,500.0,House,190,Jamshed Town,PECHS
5544,6,6,500.0,House,75,DHA Defence,DHA Phase 5
5545,2,5,250.0,House,29,Civil Lines,Abeeda Towers
5546,6,7,300.0,House,95,Tariq Road,Tariq Road
5547,4,4,120.0,House,42,DHA Defence,DHA Phase 7 Extension
5548,3,3,194.0,Flat,26,DHA Defence,DHA Phase 6
5549,2,2,80.0,Flat,5,Scheme 33,State Bank of Pakistan Housing Society
5550,6,7,240.0,House,36,Scheme 33,Saadi Town - Block 5
5551,2,2,80.0,Flat,6,North Karachi,Bufferzone - Sector 16-A
5552,2,2,100.0,Upper Portion,6,North Nazimabad,North Nazimabad - Block R
5554,5,3,300.0,House,55,DHA Defence,DHA Phase 4
5555,5,5,350.0,House,104,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz - Phase 2
5556,4,5,250.0,House,60,Bath Island,Bath Island
5557,3,3,222.0,Flat,35,Clifton,Clifton - Block 9
5558,4,5,361.0,Upper Portion,66,Jamshed Town,PECHS Block 3
5559,4,5,300.0,House,65,DHA Defence,DHA Phase 4
