ID,Bathrooms,Bedrooms,Size/Area,Type,price_in_millions,area,area2
8678,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8679,2,2,67.0,Flat,5,Malir,Malir Town Residency
8680,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8681,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8682,2,2,67.0,Flat,5,Malir,Malir Town Residency
8683,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8684,2,2,67.0,Flat,5,Malir,Malir
8685,2,2,67.0,Flat,5,Malir,Malir Town Residency
8686,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8687,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8688,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8689,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8690,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8691,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8692,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8693,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8694,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8695,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8696,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8697,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8698,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8699,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8700,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8701,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8702,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8703,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8704,2,2,67.0,Flat,5,Malir,Malir Town Residency
8705,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8706,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8707,2,2,67.0,Flat,5,Malir,Malir Town Residency
8708,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8709,2,2,67.0,Flat,5,Malir,Malir
8710,2,2,67.0,Flat,5,Malir,Malir Town Residency
8711,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8712,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8713,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8714,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8715,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8716,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8717,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8718,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8719,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8720,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8721,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8722,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8723,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8724,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8725,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8726,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8727,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8728,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8729,2,2,67.0,Flat,5,Malir,Malir Town Residency
8730,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8731,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8732,2,2,67.0,Flat,5,Malir,Malir Town Residency
8733,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8734,2,2,67.0,Flat,5,Malir,Malir
8735,2,2,67.0,Flat,5,Malir,Malir Town Residency
8736,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8737,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8738,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8739,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8740,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8741,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8742,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8743,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8744,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8745,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8746,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8747,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8748,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8749,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8750,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8751,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8752,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8753,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8754,2,2,67.0,Flat,5,Malir,Malir Town Residency
8755,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8756,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8757,2,2,67.0,Flat,5,Malir,Malir Town Residency
8758,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8759,2,2,67.0,Flat,5,Malir,Malir
8760,2,2,67.0,Flat,5,Malir,Malir Town Residency
8761,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8762,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8763,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8764,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8765,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8766,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8767,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8768,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8769,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8770,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8771,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8772,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8773,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8774,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8775,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8776,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8777,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8778,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8779,2,2,67.0,Flat,5,Malir,Malir Town Residency
8780,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8781,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8782,2,2,67.0,Flat,5,Malir,Malir Town Residency
8783,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8784,2,2,67.0,Flat,5,Malir,Malir
8785,2,2,67.0,Flat,5,Malir,Malir Town Residency
8786,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8787,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8788,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8789,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8790,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8791,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8792,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8793,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8794,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8795,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8796,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8797,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8798,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8799,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8800,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8801,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8802,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8803,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8804,2,2,67.0,Flat,5,Malir,Malir Town Residency
8805,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8806,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8807,2,2,67.0,Flat,5,Malir,Malir Town Residency
8808,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8809,2,2,67.0,Flat,5,Malir,Malir
8810,2,2,67.0,Flat,5,Malir,Malir Town Residency
8811,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8812,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8813,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8814,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8815,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8816,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8817,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8818,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8819,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8820,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8821,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8822,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8823,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8824,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8825,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8826,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8827,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8828,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8829,2,2,67.0,Flat,5,Malir,Malir Town Residency
8830,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8831,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8832,2,2,67.0,Flat,5,Malir,Malir Town Residency
8833,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8834,2,2,67.0,Flat,5,Malir,Malir
8835,2,2,67.0,Flat,5,Malir,Malir Town Residency
8836,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8837,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8838,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8839,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8840,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8841,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8842,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8843,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8844,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8845,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8846,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8847,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8848,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8849,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8850,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8851,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8852,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8853,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8854,2,2,67.0,Flat,5,Malir,Malir Town Residency
8855,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8856,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8857,2,2,67.0,Flat,5,Malir,Malir Town Residency
8858,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8859,2,2,67.0,Flat,5,Malir,Malir
8860,2,2,67.0,Flat,5,Malir,Malir Town Residency
8861,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8862,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8863,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8864,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8865,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8866,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8867,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8868,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8869,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8870,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8871,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8872,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8873,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8874,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8875,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8876,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8877,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8878,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8879,2,2,67.0,Flat,5,Malir,Malir Town Residency
8880,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8881,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8882,2,2,67.0,Flat,5,Malir,Malir Town Residency
8883,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8884,2,2,67.0,Flat,5,Malir,Malir
8885,2,2,67.0,Flat,5,Malir,Malir Town Residency
8886,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8887,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8888,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8889,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8890,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8891,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8892,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8893,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8894,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8895,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8896,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8897,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8898,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8899,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8900,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8901,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8902,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8903,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8904,2,2,67.0,Flat,5,Malir,Malir Town Residency
8905,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8906,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8907,2,2,67.0,Flat,5,Malir,Malir Town Residency
8908,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8909,2,2,67.0,Flat,5,Malir,Malir
8910,2,2,67.0,Flat,5,Malir,Malir Town Residency
8911,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8912,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8913,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8914,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8915,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8916,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8917,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8918,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8919,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8920,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8921,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8922,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8923,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8924,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8925,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8926,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8927,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8928,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8929,2,2,67.0,Flat,5,Malir,Malir Town Residency
8930,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8931,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8932,2,2,67.0,Flat,5,Malir,Malir Town Residency
8933,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8934,2,2,67.0,Flat,5,Malir,Malir
8935,2,2,67.0,Flat,5,Malir,Malir Town Residency
8936,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8937,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8938,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8939,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8940,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8941,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8942,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8943,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8944,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8945,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8946,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8947,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8948,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8949,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8950,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8951,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8952,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8953,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8954,2,2,67.0,Flat,5,Malir,Malir Town Residency
8955,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8956,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8957,2,2,67.0,Flat,5,Malir,Malir Town Residency
8958,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8959,2,2,67.0,Flat,5,Malir,Malir
8960,2,2,67.0,Flat,5,Malir,Malir Town Residency
8961,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8962,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8963,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8964,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8965,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8966,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8967,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8968,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8969,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8970,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8971,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8972,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8973,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8974,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
8975,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
8976,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
8977,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8978,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8979,2,2,67.0,Flat,5,Malir,Malir Town Residency
8980,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8981,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8982,2,2,67.0,Flat,5,Malir,Malir Town Residency
8983,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8984,2,2,67.0,Flat,5,Malir,Malir
8985,2,2,67.0,Flat,5,Malir,Malir Town Residency
8986,2,2,67.0,Flat,5,Gadap Town,Memon Goth
8987,2,2,67.0,Flat,5,Malir,Model Colony - Malir
8988,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8989,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8990,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8991,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8992,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
8993,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
8994,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
8995,6,6,500.0,House,155,DHA Defence,DHA Phase 8
8996,5,5,500.0,House,170,DHA Defence,DHA Phase 6
8997,6,6,500.0,House,180,DHA Defence,DHA Phase 6
8998,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
8999,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
9000,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
9001,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
9002,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9003,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9004,2,2,67.0,Flat,5,Malir,Malir Town Residency
9005,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9006,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9007,2,2,67.0,Flat,5,Malir,Malir Town Residency
9008,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9009,2,2,67.0,Flat,5,Malir,Malir
9010,2,2,67.0,Flat,5,Malir,Malir Town Residency
9011,2,2,67.0,Flat,5,Gadap Town,Memon Goth
9012,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9013,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9014,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9015,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9016,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9017,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9018,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
9019,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
9020,6,6,500.0,House,155,DHA Defence,DHA Phase 8
9021,5,5,500.0,House,170,DHA Defence,DHA Phase 6
9022,6,6,500.0,House,180,DHA Defence,DHA Phase 6
9023,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
9024,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
9025,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
9026,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
9027,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9028,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9029,2,2,67.0,Flat,5,Malir,Malir Town Residency
9030,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9031,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9032,2,2,67.0,Flat,5,Malir,Malir Town Residency
9033,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9034,2,2,67.0,Flat,5,Malir,Malir
9035,2,2,67.0,Flat,5,Malir,Malir Town Residency
9036,2,2,67.0,Flat,5,Gadap Town,Memon Goth
9037,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9038,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9039,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9040,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9041,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9042,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9043,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
9044,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
9045,6,6,500.0,House,155,DHA Defence,DHA Phase 8
9046,5,5,500.0,House,170,DHA Defence,DHA Phase 6
9047,6,6,500.0,House,180,DHA Defence,DHA Phase 6
9048,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
9049,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
9050,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
9051,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
9052,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9053,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9054,2,2,67.0,Flat,5,Malir,Malir Town Residency
9055,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9056,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9057,2,2,67.0,Flat,5,Malir,Malir Town Residency
9058,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9059,2,2,67.0,Flat,5,Malir,Malir
9060,2,2,67.0,Flat,5,Malir,Malir Town Residency
9061,2,2,67.0,Flat,5,Gadap Town,Memon Goth
9062,2,2,67.0,Flat,5,Malir,Model Colony - Malir
9063,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9064,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9065,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9066,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9067,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
9068,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
9069,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
9070,6,6,500.0,House,155,DHA Defence,DHA Phase 8
9071,5,5,500.0,House,170,DHA Defence,DHA Phase 6
9072,6,6,500.0,House,180,DHA Defence,DHA Phase 6
9073,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
9074,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
9075,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
